mu,omega,alpha1,beta1,shape,tick,alpha2,gamma1,gamma2,ma1,ar1,ar2,ar3,ma2,ma3,beta2,skew,eta11,eta21,ma4,ma5,ar4,ar5,label
0.000377954141182402,9.27100831872854e-06,0.0636724528243861,0.792934637186052,11.6586520893231,AJG,,0.214736728526217,,0.633782797307655,-0.648871447474944,,,,,,,,,,,,,2011
-0.000514761116054343,1.05206053776208e-05,0.0327448749306477,0.96625512152249,2.72607114890433,AKAM,,,,,,,,,,,,,,,,,,2011
0.000531172131877927,5.83596187512117e-05,3.91276976752227e-09,0.640797154919189,4.22475200521072,ALB,0.35820266409023,,,0.729537319330628,-0.730147870372569,,,0.0585209652141396,,,,,,,,,,2011
-0.000734019187954933,0.000331008528046944,2.49077038720637e-08,0.43654414127076,3.66452144950192,ALGN,0.288053643145477,,,,,,,,,,,,,,,,,2011
0.00118387213017528,1.72265576861477e-05,0.0833079275647364,0.889599117978545,7.36578573897697,ALK,,,,,,,,,,,,,,,,,,2011
-0.000426703077913231,3.07539556679459e-06,0.069731888868267,0.929267275273176,4.60057081426818,ALL,,,,0.374564034002673,-0.509799139598929,,,,,,,,,,,,,2011
-0.000951426030332226,6.93520232500709e-06,1.88394755663909e-09,0.944354678258734,8.15058560505486,AMAT,0.0452006149626423,,,,,,,,,,1.06109775216822,,,,,,,2011
-0.00214300858735247,9.83041072247538e-06,0.0515209533684083,0.94113386388626,5.19409728785369,AMD,,,,,,,,,,,,,,,,,,2011
-0.000430235925233523,2.62757678160072e-05,9.75251807552847e-10,0.811159494451548,98.8746482404167,AME,,0.312833975395115,,,,,,,,,,,,,,,,2011
0.0003457954952837,2.22019178973527e-05,0.0861230760337764,0.793548518847736,6.95309531524361,AMGN,,,,,-0.106774603352737,-0.024846710546489,,,,,,,,,,,,2011
-8.05575454122687e-05,1.60542453912564e-05,0.127613556219503,0.860714743290944,6.5049472855306,AMP,,,,-0.099191487450786,,,,,,,,,,,,,,2011
0.000992238160450099,7.49370622133267e-05,0.134950572978812,0.6159882107299,5.22301535088087,AMT,,,,0.666169391492884,-0.795514542004575,,,,,,,,,,,,,2011
0.000516199222398829,1.04539538739353e-05,0.0327676217601681,0.956249612742915,3.88305351913685,AMZN,,,,,,,,,,,,,,,,,,2011
-1.12934236818868e-05,6.53105774549134e-06,0.048748514943596,0.905764404350171,10.5308857426078,ANSS,,0.0613430793654952,,,,,,,,,,,,,,,,2011
9.94968302377793e-05,6.75644413219938e-06,0.0413802663193449,0.87178723995144,8.61378936374024,AON,,0.122163928624481,,0.880758665113476,-0.941378372492863,,,,,,,,,,,,,2011
0.000308787083023835,1.01184663531409e-05,0.105157429985265,0.887788658903854,5.70375032236216,AOS,,,,,,,,,,,,,,,,,,2011
-0.00108665154421228,2.74811165602722e-05,4.55656708637592e-11,0.815667298383812,18.3389511160122,APA,0.142949603816468,,,,,,,,,,0.814156323742915,,,,,,,2011
0.000352644271443836,7.29868647028529e-06,0.0935211693677636,0.896888940797624,5.36288820908299,APD,,,,,,,,,,,,,,,,,,2011
-0.000578936020168802,5.80443423087323e-06,0.0643344167709045,0.934665250507182,4.12570346488802,APH,,,,,,,,,,,,,,,,,,2011
0.000998647630887235,5.40075655696041e-06,0.0748871495292425,3.22344170913815e-07,15.0422468896093,ARE,0.190438733643441,,,0.727444218867054,-0.764007610353219,,,,,0.0549962911232917,,0.983997719167578,0.0549964186152321,,,,,2011
0.000514164879607462,2.11131951050053e-06,0.0997103548218779,0.0392982378791473,7.43588287435636,ATO,0.158849951747363,,,,,,,,,,0.854761424097322,0.985426157781075,0.0392982215676147,,,,,2011
0.000746716371061147,9.97007066091337e-07,1.18312155815087e-10,0.998999992364338,3.24271165057228,ATVI,,,,,,,,,,,,,,,,,,2011
0.0012884161232426,7.47927216874605e-06,0.137637686403494,0.848419376951782,8.0035226009208,AVB,,,,0.312222210001053,-0.434235196078335,,,,,,,,,,,,,2011
0.000216522373073584,5.07235245226183e-05,0.0469456483720147,0.890273542493733,6.24475537072599,AVGO,,,,,,,,,,,,,,,,,,2011
3.76357010109219e-05,7.06940621926612e-06,3.32255154829583e-08,0.0495959959990597,4.00675198429607,AVY,0.0941122027452621,,,,,,,,,0.855291693315916,,,,,,,,2011
0.0011707965560506,2.30399434744261e-05,0.121463884995534,0.741660213096364,7.73590923579738,AWK,,,,-0.937928491277158,0.805548277601635,,,,,,,,,,,,,2011
-0.000271555565554493,0.000418039711789632,0.234891992162755,0.200548594670706,6.06503500518562,AXON,,,,0.684999742768576,-0.761135156759048,,,,,,,,,,,,,2011
0.00135287348606,1.4070813654233e-05,0.0395431975398329,0.133291713643947,9.71137093483554,AXP,0.193573014953615,,,0.568954181719147,-0.656809062047231,,,,,0.603410128920571,,,,,,,,2011
0.000954655184403091,4.42802120122422e-05,0.293217736657059,0.239402479692187,6.51995520243243,AZO,0.169732222213216,,,-0.999999989949078,0.844338285088063,0.104455281855401,,,,,,,,,,,,2011
0.00013602656480412,1.31969432177144e-05,0.00573484288592189,0.818210575954521,8.42939984236459,BA,0.145789159307278,,,,,,,,,,0.826647739458894,,,,,,,2011
-0.00324798049102985,7.31505452640055e-06,2.58281698531476e-08,0.920694464541662,6.32524699619809,BAC,,0.142530955954587,,-0.0252761600006174,-0.0393274278893589,0.79218397767635,,-0.816685234340471,-0.0421792948757864,,,,,,,,,2011
0.00139483459777007,1.3222007284823e-05,0.147371541907947,0.803396445429551,5.93878100484309,BALL,,,,0.740162667615654,-0.83564989838438,,,,,,,,,,,,,2011
0.000215060065042846,1.90735594485894e-05,7.40022991398261e-07,0.762864420369498,12.5030442800675,BAX,0.16989401582673,,,,,,,,,,,,,,,,,2011
0.00172740637363198,1.42386687261228e-05,0.0656601526100514,0.466605199900584,8.04422395362976,BBWI,,,,,,,,,,0.435897792373109,,,,,,,,2011
-0.000777031893641099,9.77383119780232e-06,0.076710795713866,0.920738742168242,4.4483328163788,BBY,,,,,,,,,,,,,,,,,,2011
0.000551784240767808,2.9711029437935e-06,0.0804181308002453,0.911252342116853,5.32075154876434,BDX,,,,,,,,,,,,,,,,,,2011
0.00108656974589098,1.03568798929369e-05,0.0898725310353041,0.896709486652208,5.1149750727659,BEN,,,,-0.121207193356834,,,,,,,,,,,,,,2011
0.000208275168884326,1.27642558620547e-05,3.62421232023247e-07,0.913534574835429,6.20334722614376,BG,0.04602563749851,,,0.755250798108879,-0.769518402444973,,,0.0846013901537596,,,,,,,,,,2011
0.0019032375067419,5.77922836248268e-06,0.00538774677249836,0.993612077042747,2.4684277871046,BIIB,,,,,,,,,,,1.11655867890144,,,,,,,2011
0.000150266149949317,3.83871416963508e-06,0.106643621713785,0.892356324014834,4.6468983913275,BIO,,,,,,,,,,,,,,,,,,2011
-0.00120733672424339,5.43395354646466e-06,0.0931284064685499,0.902783043116897,8.05602504009485,BK,,,,0.58821695725563,-0.686144692194456,,,,,,,,,,,,,2011
0.00070398778533989,3.59998723085917e-05,0.0837568916654493,0.853214959998457,5.08587827092267,BKNG,,,,0.675500357959222,-0.712507219319007,,,,,,,,,,,,,2011
0.000233542094923693,1.63542003934676e-05,0.0990782211327856,0.881901943079458,5.44357262166484,BLK,0.00142931244221545,,,-0.123229144355567,,,,-0.0904916305365453,-0.158625822567766,,,,,,,,,2011
0.000903079805904956,2.59516719104779e-05,0.169586341230578,0.672871798075284,5.28742286538618,BMY,,,,-0.0206338438415612,,,,,,,,,,,,,,2011
0.000444234354770487,2.64036510237416e-05,0.206597074521118,0.733193823460566,4.28029093272253,BR,,,,,,,,,,,,,,,,,,2011
-0.000185030394321619,2.62371414592253e-05,0.0253141072466239,0.607435075122457,8.76153343612292,BRK.B,0.30015058719894,,,0.0625003121190025,-0.221590538069412,0.566487825648725,,-0.663886499723377,,,,,,,,,,2011
-0.0001725785792748,2.8070639356254e-05,0.0537054069518663,0.685367027227305,8.5583565785838,BRO,,0.377757715630163,,,,,,,,,,,,,,,,2011
-0.000960865659224253,4.67772671048609e-05,6.19946566234161e-12,0.874424270772513,5.43041186616394,BSX,0.187969544101389,0.0132386728213226,-0.248060747325772,0.00487766388076348,-0.0661284505115304,0.573733461914726,,-0.720508973950625,-0.0365936294660405,,,,,0.107278078425831,-0.193546470512701,,,2011
-0.000563023270621099,4.49964886956283e-05,0.100309324740444,0.839810397170993,5.89442467442407,BWA,,,,,,,,,,,,,,,,,,2011
0.000588276508836945,2.1708704897083e-05,0.00255873302767299,0.860226647549238,13.3800767929947,BX,0.115653756409558,,,0.007988830577819,0.0321772716693453,0.415058809888182,,-0.463347301431602,-0.154345032738772,,,,,,,,,2011
0.00159671492969779,8.87337037186547e-06,0.116416044795786,0.857439499291641,11.8523954634168,BXP,,,,0.485909049267487,-0.598289802088314,,,,,,,,,,,,,2011
-0.00195299343338283,1.50592315960927e-05,0.0460980848477915,0.37573933591903,5.23001384449142,C,0.154064278725112,,,0.522109345875954,-0.558112668898224,,,-0.0601060427342521,-0.14433359728718,0.423098195412652,0.874307139542983,,,,,,,2011
0.000942778964305263,7.40032194683137e-05,1.56305269093996e-12,0.227449543843325,6.65800241500512,CAG,0.25501978484319,,,,,,,,,,,,,,,,,2011
0.000548373788448634,1.36161151383261e-05,1.11712249431313e-08,0.805916778784987,19.2198792785184,CAH,0.141594909393257,,,,,,,,,,,,,,,,,2011
0.001013174839224,1.276693397653e-05,0.0886785608445364,0.896546296662525,7.86008209739539,CAT,,,,,,,,,,,,,,,,,,2011
0.000453673081960084,6.38703666366484e-06,0.105406420972704,0.884792868265339,5.31266368308384,CB,,,,-0.441118959886925,0.371959223780061,,,,,,,,,,,,,2011
-3.53674025974668e-05,4.47213576445021e-05,0.197804676341588,0.717476325488657,6.5494423371151,CBOE,,,,,-0.0762956318031279,,,,,,,,,,,,,2011
0.00041253921854544,2.41158199861939e-05,0.0964148886515169,0.887617796371847,12.5859917779874,CBRE,,,,,,,,,,,,,,,,,,2011
-2.20365201058533e-06,1.8006223855995e-05,0.0762001546059452,0.858736040235818,7.40852361374408,CCI,,,,0.722715792509763,-0.819875624792084,,,,,,,,,,,,,2011
-0.0010353278271023,1.20850292698269e-05,0.0527598837503309,0.926490654484172,7.59671353611458,CCL,,,,-0.169870690452954,,,,,,,,,,,,,,2011
0.00104646766422316,4.20544809992328e-05,0.0864762311633659,0.838002057906173,8.15939084177251,CDNS,,,,,,,,,,,,,,,,,,2011
0.00140687473226247,5.15669690266661e-05,0.0499798213014323,5.70738931319194e-09,17.0276913466803,CE,0.216619337240001,,,,,,,,,0.686820404586024,0.837730039807906,,,,,,,2011
0.00127577395730734,0.000122935980857402,0.0868094256496592,0.795357037476005,6.96522709820919,CF,,,,,,,,,,,,,,,,,,2011
0.00131540868932155,4.49062164074772e-05,1.89180731830343e-14,0.598941515444462,7.25576880129307,CHD,0.152686596397788,,,-0.166479940655338,,,,-0.100444084102168,-0.157548569288345,,,,,,,,,2011
0.00068482567223246,4.10635478950445e-06,0.0657801955351403,0.929533732106606,4.12740295209705,CHRW,,,,,,,,,,,,,,,,,,2011
0.0023456145820775,1.02184438358062e-05,0.0912139157551715,0.907785933954578,3.525442398331,CHTR,,,,0.975832926772912,-0.908753066693117,,,0.110322174101786,,,,,,,,,,2011
0.00138456340568224,9.43142566474178e-06,0.0506427372899574,0.927197136578243,5.76336151473806,CI,,,,,-0.0699982016005073,,,,,,,,,,,,,2011
-0.000321838121043941,5.95320463799089e-06,0.11958566931916,0.863428411188075,10.4568539638045,CINF,,,,,-0.186175531770734,,,,,,,,,,,,,2011
0.000622974691931606,2.9337429647225e-06,0.0506829887752811,0.932872627001288,5.38405151834139,CL,,,,-0.999110544043602,0.946718621584393,,,,,,,,,,,,,2011
0.000602873629838917,2.10690651433777e-05,0.282994040232935,0.663862586189994,3.63169975666859,CLX,,,,,-0.142172940289161,,,,,,,,,,,,,2011
-0.00115239511323832,6.50965427459762e-06,0.100190264744029,0.895723048348527,5.43847176144171,CMA,,,,0.846711304425712,-0.865010674541088,,,,,,,,,,,,,2011
0.00082704905335148,2.24965437130558e-05,1.1698595112765e-11,0.79117211990257,38.0156818977146,CMCSA,0.140950577328336,,,,,,,,,,,,,,,,,2011
-0.000707485707090162,3.48418242191929e-05,1.61399128445157e-11,0.632833264928776,88.4243798896386,CME,0.30056166677403,,,-0.187616839782539,,,,0.102912772433434,-0.159701044748578,,,,,,,,,2011
0.00184030946394222,1.81918618741766e-05,0.0349749391767836,0.917845644132084,7.00967953743999,CMG,,,,0.384639290235776,-0.239299731230611,,,0.0496053909726258,-0.0835058978885787,,,,,,,,,2011
-0.00029808363895485,1.15716127896008e-05,0.076819874686649,0.915241686718102,6.0425417555241,CMI,,,,,,,,,,,,,,,,,,2011
0.00059159904480202,7.06674486775149e-06,0.12075328467584,0.841303404806156,46.8905012639994,CMS,,,,0.811387118097095,-0.852836397624907,,,,,,0.775445222816591,,,,,,,2011
0.00209238030420249,8.20306613851088e-05,0.0912684238410179,0.793109324053962,6.96392770325971,CNC,,,,,,,,,,,,,,,,,,2011
0.00119323820167642,1.45624564407458e-05,0.150869027384996,0.806094845026781,4.15100536957522,CNP,,,,0.864418119401337,-0.881650945675782,,,,,,,,,,,,,2011
-2.2725075182649e-05,6.32994821999958e-05,9.12210315938019e-12,0.6165789731975,7.37422372053305,COF,0.297050557940104,,,-0.188465811810031,0.151975398874302,0.639400510317506,,-0.608765222620766,-0.0643763489369934,,,,,,,,,2011
0.00110718848454879,4.31047558405565e-05,0.123723021943969,0.875276950369297,2.4998356575972,COO,,,,,,,,,,,,,,,,,,2011
0.000803600106555563,6.02332326674213e-05,3.99577335241892e-11,0.642597433877505,9.79007643529073,COP,0.157621481544911,,,0.799422908277668,-0.84980581548113,,,,,,,,,,,,,2011
0.000765492103675425,3.57114035389783e-06,0.072183842140353,0.506335649967365,6.75590856578404,COR,,,,0.897767779526881,-0.935188524076447,,,,,,,0.984051816403009,0.0403355622290467,,,,,2011
0.000885387457895307,0.000140374031063754,0.192316509697804,4.31569722299507e-07,5.60404660747648,COST,,,,0.339638754304609,-0.273562188853636,,,,,,,,,,,,,2011
0.000208639495792103,1.97013714164124e-06,0.0504434933490848,0.948304285950329,3.41850884397202,CPB,,,,,,,,,,,,,,,,,,2011
0.00164982313838429,7.10980322708714e-06,0.159475520448885,0.837573812705238,4.52099039982462,CPRT,,,,,,,,,,,,,,,,,,2011
0.00176997931706682,8.04133604114509e-06,0.0584389074651258,0.869361145591962,6.36275367057553,CPT,,0.0946563490618719,,0.494928343456916,-0.627186615585803,,,,,,,,,,,,,2011
-3.91180457453301e-05,8.3612024430307e-06,0.113661627582232,0.87613156975989,5.8670754481073,CRL,1.815057934495e-06,,,,,,,,,,,,,,,,,2011
-0.000418584995784874,5.48112802446711e-06,0.0370990266948004,0.961702082156709,4.38349220571303,CRM,,,,0.627742558964017,-0.707427659203836,,,0.0739660380699848,,,,,,,,,,2011
-2.62744110637617e-06,9.68416284863207e-06,9.39985624547217e-10,0.998999988286871,2.21228151391612,CSCO,,,,,,,,,,,,,,,,,,2011
0.000169475392028125,8.46986765382041e-06,0.0545824481166064,0.942726319574615,3.96199964486785,CSGP,,,,,,,,,,,0.987249362816525,,,,,,,2011
-0.000442075735709191,6.38590488994716e-06,1.63815883423661e-06,0.929028331050583,18.9463822031194,CSX,,0.107275034774485,,,,,,,,,0.731442158537611,,,,,,,2011
0.00116096208424078,4.46849794544057e-06,0.0440079604018143,0.954992028940127,3.49851702069501,CTAS,,,,,,,,,,,,,,,,,,2011
0.00115174869787814,0.000105029285791177,2.7280594858079e-09,0.712812194356282,4.49152722198287,CTRA,,0.528008305439529,,,,,,,,,,,,,,,,2011
0.000116792028597056,5.16684840341553e-06,2.5582371877819e-08,0.0611403373769037,5.67693204111172,CTSH,0.219241283753812,,,0.55453772623591,-0.652321310259033,,,,,,,0.98881276611081,0.0241906331250728,,,,,2011
0.000621005488532182,2.1115675487754e-05,0.0722805034736735,0.836883512559053,5.00965862713239,CVS,,,,,,,,,,,,,,,,,,2011
0.00124759017454157,9.68353554664873e-06,0.0153183058605446,0.0520038478733776,10.2383739276857,CVX,0.152858602263549,,,0.772566071827149,-0.769614319974994,,,-0.0307230238653904,-0.140291987821553,0.761439512258206,,,,,,,,2011
0.00120291886983443,3.41142645877937e-06,0.0878314240667702,0.886953238837877,10.3537838841918,D,,,,0.682530159107638,-0.718792911269216,,,,,,,,,,,,,2011
-0.0033662603199806,0.000593762182763727,0.122491609886306,0.207963917584644,7.2181155209902,DAL,,0.221993741175483,,,,,,,,,,,,,,,,2011
0.000144925610240588,2.09999096270517e-05,1.3604266402095e-14,0.179949820307687,23.3096439627886,DD,0.0828167227496201,0.0567698926424796,0.258242243210076,0.984746295116511,-0.895431234409973,,,0.127532288187101,,0.523839845413657,,,,,,,,2011
-0.000445473954445998,3.84637003304522e-05,8.14396693350119e-18,6.38281300288991e-08,53.5770766195184,DE,0.0524216620829151,0.11363252600891,0.219812970429075,,,,,,,0.698987160521515,,,,,,,,2011
0.00137526310263965,3.78241128535652e-05,0.136534297057151,0.791480771186303,33.872155010201,DFS,,,,0.547459028361717,-0.656763146081919,,,,,,,,,,,,,2011
0.00108047634852846,1.25988220741937e-07,1.85503447861496e-08,0.998999906251786,4.40007098961894,DG,,,,,,,,,,,,,,,,,,2011
0.00050708780755168,3.67333792210021e-06,0.0731230204604565,0.916234612287406,4.66086120217868,DGX,,,,,,,,,,,,,,,,,,2011
-0.000209867780236041,8.62242757495085e-06,3.85894421205217e-08,0.922421267512374,12.2493919624794,DHI,0.0653675760408482,,,,,,,,,,,,,,,,,2011
2.05034083544288e-05,1.46474553170702e-05,3.84676285115313e-11,0.776237322218437,55.1530012623644,DHR,0.192955438608159,,,,,,,,,,,,,,,,,2011
0.000560331475903236,4.63903896464228e-06,2.38147813344971e-08,0.92106958840698,4.00945614405559,DIS,0.077930354765882,,,,,,,,,,,,,,,,,2011
0.000735092175172235,4.69726415234649e-06,1.07991218229956e-08,0.913406356346165,37.5847240408946,DLR,,0.136408139981737,,0.664625315176712,-0.776893079240151,,,,,,,,,,,,,2011
0.00141159605001916,1.96243568014472e-05,0.0331023742166386,0.84684374929169,7.50593355403723,DLTR,,0.0712176400114745,,,,,,,,,,,,,,,,2011
0.00049864714369568,1.13391682770649e-05,0.0631639349540364,0.898933613863582,10.4514269362123,DOV,0.0196308952213895,,,0.794998312413028,-0.752956694579605,,,0.137510427566166,,,,,,,,,,2011
0.00278245976933603,9.52919775557686e-06,0.0529604299261998,0.927604786612143,4.24849008610665,DPZ,,,,,-0.135341313783154,,,,,,,,,,,,,2011
0.000483127791837995,7.85706121538804e-06,0.0470188980676855,0.951980995742692,2.90423651068818,DRI,,,,,,,,,,,,,,,,,,2011
0.000914821362802795,3.83434291678327e-06,0.0949877791744839,0.882292383280287,8.17284560641049,DTE,,,,0.442567010649175,-0.536141661589674,,,,,,,,,,,,,2011
0.00109386600101693,1.7786693835038e-05,0.193020332373421,0.602956021866865,12.209227168218,DUK,,,,0.415710551967118,-0.531154044565721,,,,,,,,,,,,,2011
0.00111452799251445,4.94389001741193e-06,0.110090227579044,0.888909362451289,3.89406347410978,DVA,,,,,,,,,,,,,,,,,,2011
-0.000438134755995125,7.62032240465267e-05,0.107170465022887,7.54144214982018e-11,26.0555167028487,DVN,0.270846359391758,,,,,,,,,0.487637255514016,,,,,,,,2011
0.000259789016186948,2.24331646343218e-05,2.18060502182493e-07,0.935544642254879,2.88857558535565,DXCM,0.0634551210446942,,,0.910242417302329,-0.95679476680449,,,-0.0168422395920365,,,,,,,,,,2011
-0.000464089336259857,2.0114998850243e-05,0.071144201719534,0.927855793966778,2.95341692167838,EA,,,,,,,,,,,,,,,,,,2011
-0.000488150852848091,2.79156566069515e-05,6.61675549527836e-12,0.877834742354503,9.11085037004909,EBAY,,0.161293722991958,,,,,,,,,,,,,,,,2011
0.000776583146628211,7.0117248110429e-06,1.00938217583353e-07,0.881796384593534,5.32804142228558,ECL,,0.187407109877744,,,,,,,,,,,,,,,,2011
0.000798116116776099,6.42426341296672e-08,0.139074967539846,0.411003282284478,14.6264578907898,ED,,,,0.557233188429585,-0.640294488639566,,,,,,,0.99888875701917,0.0212202471775329,,,,,2011
8.55463516983551e-05,6.00166468099793e-06,0.113465477753061,0.870760857115455,49.9372287982019,EFX,,,,0.837135783875679,-0.86857806525833,,,,,,,,,,,,,2011
-0.000593493242986216,2.89623237984649e-05,0.194066345899319,0.714410256732537,8.04394467866889,EG,,,,0.613950287678998,-0.675591492298879,,,,,,,,,,,,,2011
0.00014881804052216,4.72463861680001e-06,5.33728760093974e-07,0.8698626808931,6.1413700962811,EIX,0.111852018758974,,,0.75844502306528,-0.807141784571397,,,,,,,,,,,,,2011
0.00138669450311987,3.82255703702717e-05,0.00272019646263586,0.0430067426861247,2.53770894872933,EL,0.107798890437594,,,,,,,,,0.845473948101145,1.02627648441675,,,,,,,2011
0.00142989262440147,4.75688333993977e-06,0.0554932861195024,0.934229833081328,6.80095704125837,ELV,,,,,,,,,,,,,,,,,,2011
0.00062015119336611,2.55708149079553e-05,2.06333441518795e-07,0.814135657877235,6.30200924212798,EMN,0.157428435582348,,,,,,,,,,,,,,,,,2011
0.000217802421764093,1.82037780486001e-05,0.184040444240438,0.814959297003808,4.03565907135866,EMR,,,,,,,,,,,,,,,,,,2011
-0.000503699207187691,9.42064343526547e-05,0.0431385133402602,1.0045640837598e-17,79.1122152964597,EOG,0.205711416711545,0.252676307370538,0.347358124346902,,,,,,,0.36755986812194,,,,,,,,2011
0.00128016473024624,6.68924227071943e-06,0.0932937843272405,0.901593241447382,3.91029323239429,EQIX,,,,0.993611635776895,-1.03721065662223,0.811833666504938,0.954740410658993,-0.895948942515605,-1.00736986118404,,,,,,,,,2011
0.00127639917791133,1.10066450740481e-05,0.20015485671877,0.777004829122147,11.2712841856371,EQR,,,,0.0577029810334699,-0.160852787467454,,,,,,,,,,,,,2011
0.00136208444475452,2.16160985115668e-05,0.0982439240697165,0.871620792546817,7.86633222969384,EQT,,,,,,,,,,,,,,,,,,2011
0.000892997790826639,5.53393229785726e-06,0.127124937705704,0.842969151911424,9.1240397745963,ES,,,,0.794670209322208,-0.832934073689761,,,,,,,,,,,,,2011
0.001695926350278,9.54678449907406e-06,0.120196083133473,0.855395137405776,6.31242006652742,ESS,,,,0.40894233481738,-0.457443202997691,,,0.0709020072344598,,,,,,,,,,2011
-0.000314320482587054,3.81322950406751e-05,0.0113437571203809,0.71065884925914,99.9061842805777,ETN,0.218595187054525,,,,,,,,,,,,,,,,,2011
0.000470457894895095,1.20807136651763e-05,0.124718855741951,0.796394476722897,6.56582496983423,ETR,,,,0.756719706412457,-0.837759660463448,-0.0254813415151379,,,,,,,,,,,,2011
0.000313295545773453,9.07893154093815e-06,1.10113882042468e-08,0.88918342009562,5.84528085578719,EW,,0.171236305896524,,,,,,,,,,,,,,,,2011
0.00041333383706358,2.63706894410326e-05,0.0641144093975527,0.569813772453832,13.9847032639174,EXC,0.189720580434179,,,0.833070103470047,-0.85734971192851,,,,,,,,,,,,,2011
-0.000113681725856652,1.70832461506979e-05,0.100631719418891,0.871087938271062,6.40642935739388,EXPD,,,,,,,,,,,,,,,,,,2011
0.00158176626977892,0.000170949638211299,0.293973171500042,0.482957167058994,3.79061610423318,EXPE,,,,,,,,,,,,,,,,,,2011
0.00195283711009883,1.86106902352307e-05,0.0878469984614946,0.800976417523169,7.6395688591799,EXR,0.06989482713125,,,0.762455261074079,-0.808472454889698,,,,,,,,,,,,,2011
-0.00116890750958807,1.11486939712272e-05,0.0774006195471217,0.912547852191803,4.29135600043903,F,,,,,,,,,,,,,,,,,,2011
0.00168158084399769,4.86996882954185e-06,0.0590773353002517,0.932761650631154,5.68626128340499,FAST,,,,,,,,,,,,,,,,,,2011
-0.00140877606268054,1.77218206791599e-05,0.0473524940522373,0.933556150030945,8.87188739647034,FCX,,,,0.840498098251448,-0.790526718690273,,,0.138717153408988,,,,,,,,,,2011
0.00100168055846235,1.08249788984697e-05,0.126578700454113,0.861551705696534,5.10748829753343,FDS,,,,0.808473428103637,-0.850301799675986,,,,,,,,,,,,,2011
-0.000108521097973422,9.64661914156171e-06,0.0874189307989441,0.901264809139023,5.97237515550577,FDX,,,,,,,,,,,,,,,,,,2011
0.00100544665996039,2.1056819962852e-05,0.0984863052139742,0.806967203169597,7.07406633645808,FE,,,,0.641136420532075,-0.72223053684506,,,,,,,,,,,,,2011
-0.000479685890659033,4.42936250152954e-06,9.61281575438325e-10,0.998999894686311,3.35068581184105,FFIV,,,,,,,,,,,,,,,,,,2011
