mu,omega,alpha1,beta1,shape,tick,alpha2,skew,ar1,ma1,ma2,eta11,eta21,ma3,ma4,ar2,beta2,gamma1,gamma2,ar3,ar4,ar5,label
6.19829143542045e-05,4.26852108725937e-05,0.359975385571651,0.174269729738688,4.74749136255121,BAX,,,,,,,,,,,,,,,,,2014
0.00175989998984702,3.44636166151194e-08,5.43148443727194e-09,0.998999969065073,6.157917099386,BBWI,,,,-0.0298276592759983,,,,,,,,,,,,,2014
0.000247009206873652,0.000295004483399927,0.1611754772905,0.313710715212334,4.03693252338543,BBY,,,,,,,,,,,,,,,,,2014
0.000673536667739163,5.73920721996918e-05,0.35329746800313,0.140799623551736,3.59255927955301,BDX,,,-0.103022978718932,,,,,,,,,,,,,,2014
0.0011059006842072,5.09708786889497e-05,0.509950248902261,0.271103923357451,6.08890382924734,BEN,,,,,,,,,,,,,,,,,2014
0.000210349983641489,2.62275220792217e-07,4.40441279862701e-09,0.998999992638188,3.55454130629765,BG,,,,,,,,,,,,,,,,,2014
0.000104891344102209,3.94658764290507e-05,0.0893305070201619,0.853882548756733,3.66641660937312,BIIB,,,,,,,,,,,,,,,,,2014
-0.000336859612515811,3.15861263758036e-05,0.218950508307759,0.480577147017006,7.76998727516193,BIO,,,,,,,,,,,,,,,,,2014
0.000924024611179926,7.64833224304649e-15,0.000103952123806448,0.208285138336352,8.60844891022894,BK,,,,,,,,,,,0.790122714734628,,,,,,2014
-0.000369772357887514,4.58818037675495e-09,3.8841341217414e-11,0.998999919152261,5.37567164646753,BKNG,,,,,,,,,,,,,,,,,2014
0.00131095495091005,2.87395690972527e-05,0.162374863587479,0.674593766503508,4.82207981875349,BLK,,,,,,,,,,,,,,,,,2014
0.000456137554637046,1.78267563593633e-07,2.21438592337804e-05,0.997010184298141,4.07287569618221,BMY,,,,,,,,,,,,,,,,,2014
0.00092775889048507,1.88108885730333e-05,0.258700685761752,0.613442125061058,5.83175669207326,BR,,,,,,,,,,,,,,,,,2014
0.000962126659261226,1.09266628441016e-05,0.210431283314704,0.653110377287453,7.19894699622694,BRK.B,,,,,,,,,,,,,,,,,2014
0.000718482266129564,4.1843540103637e-08,0.000205197164846188,0.99913501137324,5.15482239013299,BRO,0.000289622154688542,,,,,,,,,,,0.291372442940975,-0.293728437078594,,,,2014
0.000473676934522946,2.99145596777219e-06,0.0182479336800278,0.999999989880572,9.34402409682882,BSX,,,,,,,,,,,,-0.0578555521173118,,,,,2014
0.000113293868081547,2.22135726143295e-05,0.130765580881409,0.0746476809507488,10.7803323652333,BWA,0.0516265857921768,,,,,,,,,,0.655884196220214,,,,,,2014
0.000912710883376367,2.99796880528529e-05,0.103472643898905,0.772778595944693,5.58516529814773,BX,,,,,,,,,,,,,,,,,2014
0.0012192625734295,6.67063544249531e-08,8.3137443192285e-07,0.998998784252505,13.0840494222845,BXP,,,,,,,,,,,,,,,,,2014
0.00022196423757864,4.56584143143869e-05,4.03715682766878e-08,0.540928280721258,6.20340077551958,C,5.18379261600645e-11,0.925212006235289,,,,,,,,,,0.105400247359118,0.289401425744127,,,,2014
0.00098186666828448,3.04007658856219e-07,0.000372564722212196,0.996702176156425,3.39310763135935,CAG,,,,,,,,,,,,,,,,,2014
0.00128792870637717,2.06247542101438e-12,6.56114814606982e-06,0.998936544678737,5.23492243936284,CAH,,,,,,,,,,,,,,,,,2014
0.000449542296984492,1.69039433515255e-05,0.11966126871982,0.786955308337772,4.0458225219471,CAT,,,,,,,,,,,,,,,,,2014
0.000995205324803941,4.93913068464412e-06,0.152647071540156,0.754965210207363,59.9986071796225,CB,,0.936686427523504,-0.0453157949441122,,,,,,,,,,,,,,2014
0.0011148404854674,3.21741001326577e-11,0.0123790886821506,0.984407525987022,9.63788184350227,CBOE,,,,,,,,,,,,,,,,,2014
0.00102720782578243,6.61697931405709e-05,0.261424279155813,0.381492414868296,4.90321167943612,CBRE,,,,,,,,,,,,,,,,,2014
0.00041763573577717,3.72294446975045e-05,0.344797714781661,0.434289686692951,3.82714973927542,CCI,,,0.0551444303453727,,,,,,,,,,,,,,2014
0.00120910968769327,2.69501092331462e-05,0.101936166805106,0.783781553049374,3.7797447931021,CCL,,,,,,,,,,,,,,,,,2014
0.00123348745661708,0.000110014665085619,0.237831932751775,2.63560606315302e-08,10.8904410636269,CDNS,,,,0.135049564233529,,,,,,,4.5562885114636e-09,0.0998351998072008,,,,,2014
0.00189504898013935,6.63827145125092e-06,0.0326712250555206,0.938934145913512,4.12657112682646,CDW,,,,,,,,,,,,,,,,,2014
0.00107069147170339,1.92209540329879e-05,0.126860339869319,0.778772135387429,5.12801339083834,CE,,,,,,,,,,,,,,,,,2014
0.000759667801174076,2.74180129663482e-05,0.0879321614679782,0.796160372538395,4.79506876270227,CF,,,,,,,,,,,,,,,,,2014
0.00069813352243806,1.40655711751222e-07,1.77488848386924e-08,0.999999969377413,5.18987024772703,CHD,1.64528517935941e-08,,-0.136686414788866,,,,,,,,,0.0955916699909723,-0.0975916951581215,,,,2014
0.00126928637273154,4.56470463803085e-06,1.84491054671189e-08,0.968438364507615,3.83188266484267,CHRW,4.47398133721477e-09,1.0491654642746,,,,,,,,,,,,,,,2014
0.000863250367842354,2.45922035393364e-05,0.205028949729702,0.72197399496037,3.9620953331603,CHTR,,,,,,,,,,,,,,,,,2014
0.00119961619249402,2.65327894314888e-05,0.194957142808385,0.702919096722098,4.65222570634601,CI,,,,,,,,,,,,,,,,,2014
0.000553945455244558,8.24004954208522e-06,0.112675075076699,0.770170295372006,5.35321312693758,CINF,,,-0.0604466399732417,,,,,,,,,,,,,,2014
0.000421028678508108,4.49758537775032e-08,3.81656329393428e-06,0.998989070603821,7.10003276392632,CL,,,-0.128050272214634,,,,,,,,,,,,,,2014
0.000335819338729643,1.32010726938733e-07,0.00600285729460885,0.992962599583838,3.37016400481885,CLX,,,-0.148492959513386,,,,,,,,,,,,,,2014
0.000514104904017272,3.19771552477438e-05,0.134910379300243,0.690666732370918,5.3005501998546,CMA,,,,,,,,,,,,,,,,,2014
0.000675999103671514,6.18261329132977e-06,0.14440746922355,0.814140249217451,7.98593764792556,CMCSA,,0.915490834228183,0.521607894159405,-0.59048548491501,0.800739257405815,,,0.0846036915470846,,-0.7560046977745,,,,,,,2014
0.000971875926114767,5.99687672802026e-06,0.0557304140795783,0.903513897196245,5.76472468586764,CME,,,,,,,,,,,,,,,,,2014
0.000561977073237538,1.86406806377936e-13,1.98935005394125e-05,0.997937226855811,3.52077931059629,CMG,,,,,,,,,,,,,,,,,2014
-0.000392939543735054,2.11253809857881e-05,0.100579818452629,0.802787665447859,4.75711905397689,CMI,,,,,,,,,,,,,,,,,2014
0.00124999098170011,1.36642595805188e-07,1.7070735266634e-07,0.998999775111577,17.2011467744747,CMS,,,-0.0271776494599074,,,,,,,,,,,,,,2014
0.00150326501843877,5.34934091490601e-07,1.06132953728613e-08,0.998999720860176,3.45896745876301,CNC,,,,,,,,,,,,,,,,,2014
2.55963607382003e-05,3.84237791314262e-05,0.00614523167289974,0.470685990421677,17.8903977056181,CNP,0.187787550533268,0.812965386643479,0.0272248050362927,,,,,,,,,,,,,,2014
0.000777795765980274,2.12709941391453e-07,0.000229176091757481,0.997090248769364,6.38410682100802,COF,,,,,,,,,,,,,,,,,2014
0.000851167776894732,5.0438129055311e-09,7.90812797415792e-09,0.99899985259342,4.12395300614111,COO,,,,,,,,,,,,,,,,,2014
0.000978474409703323,1.40879686343262e-05,0.295505729876721,0.647424226827262,8.41596560023037,COP,,,,-0.0138147066810877,0.142591341985836,,,-0.0459199248951582,,,,,,,,,2014
0.000652913095294996,8.34204262315734e-06,0.175047460836204,0.771957501775268,3.7139305227534,COR,,,,,,,,,,,,,,,,,2014
0.000596108245273157,4.18502440699268e-06,0.0401961737694831,0.906321615894474,4.24441357175607,COST,,,0.70220854467741,-0.750985697167244,,,,,,,,,,,,,2014
0.000359353740542558,7.80890198635839e-08,2.51047773208883e-09,0.998999970663156,5.6792137356415,CPB,,,-0.463186448486249,0.392536738944518,0.814312581375559,,,,,-0.799689462898298,,,,,,,2014
0.000483963242157157,2.906893250598e-08,5.1036940699053e-08,0.998999910165339,5.16919561184794,CPRT,2.66884047461171e-08,,,,,,,,,,,,,,,,2014
0.00138339960346083,1.08100061738268e-06,0.0288625278397234,0.958393133391618,6.62525801357253,CPT,,,,,,,,,,,,,,,,,2014
0.0005814613417025,5.03088196689458e-05,0.184349038191737,0.601160603342536,4.27220328880681,CRL,,,,,,,,,,,,,,,,,2014
0.000300296671296504,1.91262712137023e-05,6.44223416997479e-10,0.934771760868869,6.52047942886025,CRM,,,,,,,,,,,,0.0480187187028856,,,,,2014
0.000911471147263453,9.39687848155921e-08,1.1147126313409e-08,0.998999887225508,4.53239997535754,CSCO,,,,,,,,,,,,,,,,,2014
-0.000140127231945455,1.27140335195322e-05,0.0194346710497733,0.955141054911966,3.74167612965038,CSGP,,,,,,,,,,,,,,,,,2014
0.00153568617163461,1.53632586396732e-05,0.163451615566086,0.750173919276181,5.02674533719613,CSX,,,,,,,,,,,,,,,,,2014
0.00121453099338995,9.89275499311857e-06,0.206533487360825,0.792465894520024,2.93981738434519,CTAS,,,-0.185592312444142,,,,,,,,,,,,,,2014
-0.00132993834803222,2.0363804319968e-05,0.0416569936439033,0.897406753260351,5.80494839823466,CTRA,,,,,,,,,,,,,,,,,2014
0.000409092663660463,3.39540769240707e-07,2.48346696542455e-05,0.996571431063568,4.24643408168254,CTSH,,,,,,,,,,,,,,,,,2014
0.00125788301164033,9.2870751715902e-08,5.23564013231454e-08,0.998999892643371,9.49019411363731,CVS,,,-0.0541019435430523,,,,,,,,,,,,,,2014
0.000322046431764338,9.19661110888874e-06,0.140477659436102,0.792674052766478,5.99101903745713,CVX,,,,,,,,,,,,,,,,,2014
0.000820137661326339,2.48367725864603e-05,0.172074099690418,0.540802216500041,21.0305676693674,D,0.0581274470004049,,-0.275277372193483,0.318956109148424,-0.314026480226432,,,-0.727713400183528,,0.290086720726524,1.77942762240673e-14,,,0.62374885753241,-0.0554853229468663,-0.170903745136449,2014
0.0021192606504923,4.16272509945304e-07,9.73818130483937e-09,0.998999836728085,8.66529787925777,DAL,,,-0.467688042915397,0.41042995929694,0.698828293898064,,,-0.103041534248108,,-0.684816033152357,,,,,,,2014
0.000625749947769032,1.08050825508068e-05,0.162898655305189,0.734560351037496,6.36506829390373,DD,,,-0.00764702299634377,,,,,,,,,,,,,,2014
-0.000203666134785032,9.986870550726e-07,0.048465621373499,8.815968365062e-09,4.86118165851562,DE,,,,,,,,,,,0.944651687821783,,,,,,2014
0.000939398596669488,4.39526935874814e-05,0.211859782111805,0.487450093381901,7.90787521328865,DFS,,,,,,,,,,,,,,,,,2014
0.000498915021886336,4.24671202662116e-07,7.78575200988856e-08,0.998999443647337,2.82292622352172,DG,,,,,,,,,,,,,,,,,2014
0.000719376239917198,3.47742493696474e-07,8.4667010096576e-09,0.998999979355121,4.28018687282531,DGX,,,,,,,,,,,,,,,,,2014
0.000512004280316255,8.71524409972584e-12,5.68094829934524e-06,0.998901716734597,4.05672000917717,DHI,,,,,,,,,,,,,,,,,2014
0.000754830480674448,3.9608598364428e-08,2.9348932008606e-09,0.998999996146057,4.22213848885746,DHR,,,,,,,,,,,,,,,,,2014
0.00102233483936295,2.85361816750168e-05,0.00928921670156176,0.537165758997734,12.9830526448363,DIS,0.222840051748024,,,,,,,,,,,,,,,,2014
0.00152635297151829,2.72589382088359e-06,0.0345397333235811,0.94121948621113,7.43835141054625,DLR,,,,0.0875470980375989,-0.201320462679656,,,,,,,,,,,,2014
0.000552786174214191,1.77889518568793e-06,9.22911666837876e-08,0.999999782985466,5.39352515607754,DLTR,8.78874054356614e-08,,,-0.126229770780505,0.0623434534944714,,,,,,,0.271573936265415,-0.305802538896414,,,,2014
0.000280594643740375,9.77685794697553e-06,0.144049525049584,0.816280189771734,5.00496282494825,DOV,,,0.0866298362769567,,,,,,,,,,,,,,2014
0.00127993040964531,4.435983336606e-13,4.90288998126584e-05,0.996843019943343,4.75173614398711,DPZ,,,,,,,,,,,,,,,,,2014
0.000869559033914342,6.33648111122416e-08,3.624496292066e-09,0.998999988637565,5.28694237515015,DRI,,,-0.114252286834768,,,,,,,,,,,,,,2014
0.00120374986484246,4.52407238300913e-07,0.0285801512360649,0.124997952715757,22.9159380161105,DTE,,,0.0171502033101507,,,,,,,,0.845421821549936,,,,,,2014
0.00101305307097855,2.13097476638853e-07,0.00718411548565418,0.991815774410212,16.1387178277107,DUK,,,-0.846056185707467,0.841490211040462,,,,,,-0.122316869546653,,,,-0.186961121412099,,,2014
0.00100330263856328,5.33416751931234e-08,5.81261822897571e-09,0.998999939424503,4.10292000859238,DVA,,,-0.0102161135322442,,,,,,,,,,,,,,2014
0.000979762982516437,6.57676350498001e-06,0.104221101177848,0.879121167075848,5.81125351824224,DVN,,,-0.0372994246109201,-0.0696455541433377,1.02653802288773,,,,,-0.893789816411181,,,,-0.144269873321166,,,2014
0.00125089446560492,2.53050105583919e-06,1.88131181841686e-09,0.999999938422932,5.79748039462903,DXCM,,,,0.164767072330324,-0.124463181661528,,,,,,,-0.00887467910219312,,,,,2014
0.00189891521344115,3.06328282442263e-05,4.85136018530932e-09,0.814921405468168,3.79509790655289,EA,,,,,,,,,,,,0.254661101461843,,,,,2014
0.000872997806921254,4.40727790187838e-05,0.277710576016506,0.524750329488437,4.45730837120101,EBAY,,,,,,,,,,,,,,,,,2014
0.000807509564244023,8.25137854186923e-06,0.190477201628389,0.744982503644656,5.71933473159845,ECL,,,,,,,,,,,,,,,,,2014
0.00103012485849386,1.12704835390324e-07,1.20793325523211e-08,0.998999985772763,8.34757975796889,ED,,,-0.0348152210794191,,,,,,,,,,,,,,2014
0.000901238631312756,7.71878974215416e-06,0.146736683958455,0.78533856071332,7.82119024059884,EFX,,,,-0.0863287336802482,,,,,,,,,,,,,2014
0.000783425998050774,1.18661115283923e-05,0.184358427912915,0.684851022590377,7.2095547738912,EG,,,-0.497635710021929,0.337583368823096,,,,,,-0.0901258184655228,,,,0.00444878628282831,0.157282391333023,,2014
0.00146402134429708,1.50008478388698e-07,6.40184449863459e-09,0.998999991883909,23.4056736752568,EIX,,,-0.0281403000147891,,,,,,,,,,,,,,2014
0.000224828337388227,2.66890098059198e-07,7.61446070159393e-05,0.997029243035089,3.84872830698555,EL,,,-0.0962523136202851,,,,,,,,,,,,,,2014
0.00133574325685154,3.50291644074938e-07,4.01809236425673e-05,0.997988869919153,6.96176611561817,ELV,,,-0.110681823134085,,,,,,,,,,,,,,2014
0.00099522309305425,9.84245126258939e-07,0.0319874947610206,0.949732045948215,3.51393950789351,EMN,,,,,,,,,,,0.0172800827029189,,,,,,2014
0.00018864291785022,2.21252427260543e-05,0.00416720335268681,7.30777590408097e-08,6.3574921358499,EMR,0.288470614829981,,,,,,,,,,0.548275999130457,,,,,,2014
0.00302545505414804,8.00428210434491e-05,0.0876467684316926,0.873926138600819,4.14599075438194,ENPH,,,,,,,,,,,,,,,,,2014
0.00128100399913597,3.40782680961779e-05,0.172425467382873,0.740498232923377,8.67843398077319,EOG,,,,,,,,,,,,,,,,,2014
0.00203792616276545,3.6322719454642e-05,0.0370690914651888,0.921249271233873,2.90352124374976,EPAM,,,,-0.1059018681176,,,,,,,,,,,,,2014
0.00140902443273972,1.66386301470297e-05,0.127928202790424,0.781082133964536,4.43991414076944,EQIX,,,,,,,,,,,,,,,,,2014
0.0018527843074057,3.71832928512408e-07,2.29429568993855e-08,0.0234225192208085,5.78971047370802,EQR,0.0207945091785436,,,,,,,,,,0.954782873117018,,,,,,2014
-0.000306669541524596,2.1672720559434e-05,0.165732666583929,0.772195493107713,8.23246617648031,EQT,,,,,,,,,,,,,,,,,2014
0.000982313530340282,3.42044449285198e-07,0.0180032468483775,0.980996739259069,29.2225219227617,ES,,,0.0182620239728028,,,,,,,,,,,,,,2014
0.00172725797686826,1.23885915394292e-05,0.134727422831456,0.717878992790732,7.1495470009699,ESS,,,-0.020756654537344,,,,,,,,,,,,,,2014
0.00074190892586948,2.43577562643932e-07,2.91132447520805e-09,0.996834380940484,3.40134293461459,ETN,,,,,,,,,,,,0.00433117341461364,,,,,2014
0.00171011535377164,4.0214141848483e-07,0.0162965970699695,0.982703396178537,7.97235569057927,ETR,,,-0.0890940636763658,,,,,,,-0.115992927750662,,,,-0.0669086987078929,0.124010129889977,,2014
0.00175299036471585,3.59637750625048e-07,9.9828406328427e-06,0.998547054843981,3.07046582585845,EW,,,-1.74559360420908,1.71932766518085,0.878094666866848,,,,,-0.923453988619715,,,,,,,2014
0.00154626403612556,4.14057261727104e-07,2.62964382116874e-07,0.998999614434201,4.97510565126077,EXC,,,,,,,,,,,,,,,,,2014
0.000189772862006464,4.23226294992382e-07,9.12207607637134e-10,0.998999983495602,3.00506299447866,EXPD,,0.870525326938925,,,,,,,,,,,,,,,2014
0.000511221733135507,4.65360291806082e-08,9.15279569204172e-09,0.998999894677627,4.91261864660236,EXPE,,,,,,,,,,,,,,,,,2014
0.00133977699746184,5.89136637852969e-08,3.58027106893807e-06,0.998994901078538,7.98551374446789,EXR,,,,,,,,,,,,,,,,,2014
0.000872860105159302,4.48518776221395e-06,0.0340965103027376,0.938573443813077,4.79158297230683,F,,,,,,,,,,,,,,,,,2014
0.0013237893922703,3.26812286323794e-05,0.0915386928684254,0.865789088870562,18.6078924809298,FANG,,,,,,,,,,,,,,,,,2014
0.000342693607287761,0.000121705771990946,0.27904489652308,0.0586567788947108,3.9182490412886,FAST,,0.963945248183571,,,,,,,,,,,,,,,2014
-0.000817410217209792,3.87488762418332e-06,0.0670166360532046,0.92521888617779,7.34532702429217,FCX,,,,0.042085598482075,0.0634344809582207,,,,,,,,,,,,2014
0.00160796386925973,4.15256835730216e-05,0.172146081340449,0.592188946035571,3.02358469895731,FDS,,,0.799607826153807,-0.947942042489609,0.893589611072099,,,,,-0.806043254342155,,,,,,,2014
0.000751837912542228,1.83973238981284e-05,9.25404402968517e-10,0.717307484620772,5.81892299766785,FDX,,,-0.973231329583021,0.902800903728035,,,,,,-0.112124457539162,,0.325522116627348,,,,,2014
0.000953597447169151,1.35526125576817e-07,0.00609897871594725,0.396767129716018,9.20088284847451,FE,,1.13456488612887,,,,0.999106644369588,0.00113346482906641,,,,,,,,,,2014
0.00151673311620625,1.96174878435212e-05,0.0871844849747006,0.845467888646081,11.5382682114773,FFIV,,,-0.115436696167273,,,,,,,,,,,,,,2014
0.000867214469934453,8.95617125046329e-06,0.217323886695684,0.716556066770353,6.32820160808299,FI,,0.933303357438217,,,,,,,,,,,,,,,2014
0.000428257098511323,3.28567568915333e-07,5.2077050900705e-10,0.998999752402067,3.15967637061473,FICO,,,,,,,,,,,,,,,,,2014
0.000993124000930037,1.13206269909951e-05,0.200833225358918,0.714652851540909,5.10371549012042,FIS,,,,,,,,,,,,,,,,,2014
0.000921925531634152,2.18658019321935e-07,1.60879587172078e-09,0.998999987385153,4.03467969554083,FITB,,,,,,,,,,,,,,,,,2014
0.000498439354702412,1.07937289847404e-12,4.91697064166437e-06,0.998987010282745,5.75408009788669,FLT,,0.990781526693292,,,,,,,,,,,,,,,2014
-0.001030389304512,7.86778146829515e-06,0.0412467927769834,0.930098980436294,3.17145461884231,FMC,,,,,,,,,,,,,,,,,2014
0.00104591409105517,6.82669420696548e-07,0.0239801997531847,0.967388571047553,6.75003508134734,FRT,,,,,,,,,,,,,,,,,2014
0.000917471979983561,2.41691963975129e-05,0.0513518392930479,0.923578355031955,3.50370006506148,FSLR,,,-0.0537099282384672,,,,,,,0.0253713530538713,,,,0.00901592924046809,,,2014
